site_area,water_consumption,recycling_rate,utilisation_rate,air_quality_index,issue_resolution_time,resident_count,electricity_cost,structure_type_Industrial,structure_type_Mixed-use,structure_type_Residential,resident_group_low,resident_group_medium,resident_group_none,water_consumption_log
1491,2325.0,48,48,55,39,38,1344.0,False,False,True,True,False,False,7.75190533307861
4642,7015.0,23,30,17,30,0,3893.0,False,False,False,False,False,True,8.855948534052018
4864,4511.0,61,54,122,37,0,4317.0,False,False,False,False,False,True,8.414495793177895
4965,4619.0,66,97,175,47,215,4738.0,False,False,True,False,False,False,8.438149984075784
1135,1159.0,30,57,103,45,0,1848.0,False,False,False,False,False,True,7.05617528410041
2193,2771.0,32,74,148,57,213,3591.0,False,False,True,False,False,False,7.927324360309794
2182,2765.0,13,53,183,4,0,2120.0,False,False,False,False,False,True,7.925157512224703
619,1138.0,83,73,139,6,35,1116.0,False,False,True,True,False,False,7.037905963447182
1330,3054.0,52,31,5,15,67,1355.0,False,False,True,False,True,False,8.024534871605695
4175,3723.0,20,52,158,45,0,4008.0,False,False,False,False,False,True,8.222553638396958
1869,1000.0,28,91,97,60,96,2612.0,False,False,True,False,True,False,6.90875477931522
1240,1042.0,74,44,70,28,0,1527.0,False,False,False,False,False,True,6.949856455000773
616,1374.0,11,61,126,32,12,1426.0,False,False,True,True,False,False,7.226209010100671
3338,3339.0,58,33,60,48,0,2720.0,False,False,False,False,False,True,8.113726085970747
1650,2996.0,78,60,117,19,69,2039.0,False,False,True,False,True,False,8.005367067316664
2431,1637.0,43,88,67,31,0,2726.0,False,False,False,False,False,True,7.401231264413015
1512,1000.0,13,100,184,60,107,2091.0,False,True,False,False,True,False,6.90875477931522
2164,2331.0,48,30,60,44,32,1958.0,False,False,True,True,False,False,7.754481547470383
1581,2207.0,58,98,115,23,0,2212.0,False,False,False,False,False,True,7.699842407396986
1012,1688.0,12,43,111,27,71,1334.0,False,False,True,False,True,False,7.4318919168078
3349,4012.0,35,52,16,1,0,2830.0,False,False,False,False,False,True,8.297294370266917
1059,2420.0,50,100,156,22,19,2168.0,False,False,True,True,False,False,7.791935956938058
4172,3462.0,74,45,66,8,0,3510.0,False,False,False,False,False,True,8.149890544402423
3843,6187.0,25,38,58,69,0,3248.0,False,False,False,False,False,True,8.730367211692958
4570,8539.0,67,60,2,24,0,5242.0,True,False,False,False,False,True,9.052516286782616
1970,1845.0,44,90,109,33,0,2106.0,False,False,False,False,False,True,7.520776415062797
1080,1981.0,25,74,102,12,0,1335.0,False,False,False,False,False,True,7.591861714889934
2794,2103.0,42,36,154,4,0,2401.0,False,False,False,False,False,True,7.651595573857601
3647,3923.0,40,86,0,64,0,4382.0,True,False,False,False,False,True,8.274866820685254
4749,6293.0,31,93,78,60,13,3810.0,False,True,False,True,False,False,8.747352077624353
2179,1619.0,70,31,77,9,48,1322.0,False,False,True,True,False,False,7.3901814282264295
4006,3981.0,73,35,131,42,122,2694.0,False,True,False,False,True,False,8.289539484624141
3244,4101.0,79,90,3,53,0,3660.0,False,False,False,False,False,True,8.319229938632326
3856,5648.0,44,63,123,60,353,2782.0,False,True,False,False,False,False,8.639233817325263
4545,8280.0,48,46,32,14,43,3067.0,False,True,False,True,False,False,9.0217190130337
1743,1635.0,12,55,10,51,129,2083.0,False,False,True,False,True,False,7.400009517162692
3618,3561.0,22,49,184,65,290,2741.0,False,True,False,False,False,False,8.178077463849608
2641,4029.0,23,70,153,27,189,3059.0,False,False,True,False,False,False,8.301521654940728
3559,3783.0,50,87,87,22,280,4036.0,False,False,True,False,False,False,8.238536930171769
3459,4884.0,17,83,110,22,277,4240.0,False,False,True,False,False,False,8.493924564476883
2765,3081.0,28,58,153,64,138,2360.0,False,True,False,False,True,False,8.033334015880062
2979,2005.0,23,77,181,24,151,3260.0,False,False,True,False,False,False,7.603897968521881
2135,2878.0,84,51,154,30,114,2256.0,False,False,True,False,True,False,7.965198290612176
2257,3459.0,59,100,101,40,40,2507.0,False,True,False,True,False,False,8.14902386805177
4952,6408.0,70,34,181,23,225,4374.0,False,False,True,False,False,False,8.765458531504226
2570,2793.0,45,81,1,10,62,2286.0,False,False,True,False,True,False,7.935229539816907
3349,2646.0,76,30,8,33,253,2831.0,False,False,True,False,False,False,7.881182202227102
3751,2947.0,86,74,71,72,115,3536.0,False,False,True,False,True,False,7.988882253309227
4230,3854.0,89,69,103,5,0,3765.0,False,False,False,False,False,True,8.25712628599743
2989,2734.0,54,93,115,27,180,3297.0,False,False,True,False,False,False,7.913886714856082
2131,4681.0,83,40,63,62,0,2936.0,True,False,False,False,False,True,8.451480648050856
3316,4162.0,81,81,114,25,155,3025.0,False,True,False,False,False,False,8.333991247194975
1515,1576.0,16,36,64,66,76,1979.0,False,False,True,False,True,False,7.3632795869630385
1848,2142.0,31,80,20,20,68,2235.0,False,False,True,False,True,False,7.669961995473577
3587,3281.0,18,50,153,43,0,2687.0,False,False,False,False,False,True,8.096208271650037
3339,5232.0,69,68,142,67,0,3650.0,False,False,False,False,False,True,8.562740006372207
835,1000.0,51,73,170,58,32,1323.0,False,False,True,True,False,False,6.90875477931522
1395,1000.0,68,86,166,41,95,2068.0,False,False,True,False,True,False,6.90875477931522
4046,6432.0,49,70,15,64,311,3311.0,False,True,False,False,False,False,8.769196271411001
1351,1722.0,38,68,34,46,58,2209.0,False,False,True,False,True,False,7.45182223652793
2187,2389.0,64,49,22,60,160,2878.0,False,False,True,False,False,False,7.779048644925556
2431,1119.0,73,51,139,15,149,1842.0,False,True,False,False,True,False,7.02108396428914
4246,3774.0,51,58,183,27,0,3983.0,False,False,False,False,False,True,8.236155661683124
2927,2129.0,38,75,51,58,226,3332.0,False,False,True,False,False,False,7.6638772587034705
2068,2071.0,30,97,18,24,0,2224.0,False,False,False,False,False,True,7.6362696033793735
4500,7094.0,72,32,97,35,97,3672.0,False,False,True,False,True,False,8.867145589594143
3238,4650.0,72,34,189,23,68,2325.0,False,True,False,False,True,False,8.444837529224097
3998,5770.0,47,85,135,8,0,3684.0,False,False,False,False,False,True,8.660600654710967
4413,7316.0,88,96,114,16,318,3524.0,False,True,False,False,False,False,8.89795568688403
1566,1000.0,75,61,86,70,0,2449.0,True,False,False,False,False,True,6.90875477931522
4880,9115.0,21,70,138,61,0,5761.0,True,False,False,False,False,True,9.117786390365575
2944,3187.0,42,58,122,58,0,3645.0,True,False,False,False,False,True,8.067149039910106
4607,5542.0,88,95,42,29,0,4370.0,False,False,False,False,False,True,8.620291149419804
3873,4079.0,10,40,97,63,333,4200.0,False,False,True,False,False,False,8.313852267398207
4469,2601.0,77,88,68,26,0,4171.0,False,False,False,False,False,True,7.86403565907245
3046,6192.0,37,33,164,9,0,2995.0,False,False,False,False,False,True,8.731174900938061
1253,1000.0,71,83,152,19,110,1731.0,False,True,False,False,True,False,6.90875477931522
2582,2282.0,87,96,151,71,200,3812.0,False,False,True,False,False,False,7.733245646529795
3274,2896.0,68,31,105,25,0,3271.0,True,False,False,False,False,True,7.9714309977693505
3396,1974.0,58,77,33,24,38,2351.0,False,True,False,True,False,False,7.5883236773352225
4685,4299.0,54,97,81,39,0,5700.0,True,False,False,False,False,True,8.366370301681654
1275,1000.0,85,73,139,47,12,1513.0,False,True,False,True,False,False,6.90875477931522
2125,2642.0,15,91,169,61,104,2560.0,False,False,True,False,True,False,7.879669914604289
3569,6793.0,29,48,102,29,98,3299.0,False,False,True,False,True,False,8.82379514872053
917,1709.0,25,73,78,20,46,1840.0,False,False,True,True,False,False,7.444248649496705
614,1989.0,21,60,110,5,32,1287.0,False,False,True,True,False,False,7.595889917718538
1116,2355.0,61,91,11,36,0,2110.0,False,False,False,False,False,True,7.764720544771477
4474,9388.0,29,44,156,62,256,3222.0,False,True,False,False,False,False,9.147294070258548
3767,2540.0,67,58,147,50,95,2551.0,False,True,False,False,True,False,7.840312983320164
1325,1000.0,54,96,78,20,0,2133.0,False,False,False,False,False,True,6.90875477931522
2016,4127.0,11,76,130,11,124,2600.0,False,False,True,False,True,False,8.325548307161398
3646,1952.0,43,36,79,20,86,2988.0,False,False,True,False,True,False,7.577121930876679
912,1463.0,35,97,60,6,12,1600.0,False,False,True,True,False,False,7.288927694521257
1228,1000.0,42,30,70,45,119,1886.0,False,False,True,False,True,False,6.90875477931522
3848,7882.0,51,100,149,26,0,4289.0,False,False,False,False,False,True,8.972463821059907
3308,6363.0,74,51,72,23,254,3580.0,False,False,True,False,False,False,8.758412389457677
1175,2087.0,17,86,16,5,45,1380.0,False,False,True,True,False,False,7.643961949002529
3965,3480.0,74,87,96,25,129,3852.0,False,False,True,False,True,False,8.15507488781144
3004,2371.0,19,56,1,4,0,2884.0,False,False,False,False,False,True,7.771488760117616
3467,3611.0,41,67,6,10,0,3056.0,False,False,False,False,False,True,8.192016914536875
3286,6701.0,60,42,13,34,0,3229.0,False,False,False,False,False,True,8.810161268297255
1622,2860.0,66,44,3,58,0,2048.0,False,False,False,False,False,True,7.95892649305011
4579,5497.0,49,77,172,8,0,5005.0,True,False,False,False,False,True,8.612139668725192
2071,2880.0,75,44,190,52,18,1447.0,False,False,True,True,False,False,7.9658927350845286
2643,2122.0,40,69,9,28,0,2861.0,False,False,False,False,False,True,7.660585461703256
2187,2900.0,72,59,44,9,65,2051.0,False,True,False,False,True,False,7.972810784121404
4632,6981.0,77,52,43,34,0,3977.0,False,False,False,False,False,True,8.851090687664982
4351,5361.0,65,38,182,59,0,4618.0,True,False,False,False,False,True,8.587092318795905
3940,4343.0,21,61,145,17,337,4634.0,False,False,True,False,False,False,8.37655086161377
4266,2153.0,40,64,10,33,0,3743.0,False,False,False,False,False,True,7.675081857716334
2826,4442.0,32,78,181,56,42,2912.0,False,False,True,True,False,False,8.399085102935908
3414,6022.0,42,74,128,61,0,3474.0,False,False,False,False,False,True,8.70334075304372
4452,9105.0,17,45,52,37,413,5059.0,False,False,True,False,False,False,9.116688815894728
1095,1000.0,71,61,95,13,103,1806.0,False,False,True,False,True,False,6.90875477931522
1228,2178.0,89,54,32,29,0,1547.0,False,False,False,False,False,True,7.68662133494462
1865,1545.0,24,66,134,40,0,1656.0,False,False,False,False,False,True,7.343426229147367
4992,9569.0,50,66,82,55,300,4999.0,False,False,True,False,False,False,9.166388484447
1198,1109.0,61,64,24,14,0,1379.0,False,False,False,False,False,True,7.01211529430638
895,1699.0,35,74,196,8,0,1635.0,False,False,False,False,False,True,7.438383530044307
4671,7109.0,87,37,176,32,388,4761.0,False,False,True,False,False,False,8.869257522797287
4860,9386.0,21,76,73,11,0,4605.0,False,False,False,False,False,True,9.147081032336992
3002,1000.0,36,65,131,69,40,2756.0,False,True,False,True,False,False,6.90875477931522
2319,1637.0,77,39,151,50,0,2207.0,False,False,False,False,False,True,7.401231264413015
1217,1777.0,39,30,173,37,92,1605.0,False,False,True,False,True,False,7.48324441607385
3282,5672.0,13,97,197,45,128,3698.0,False,False,True,False,True,False,8.643473357326567
4077,6233.0,63,44,120,69,0,3937.0,False,False,False,False,False,True,8.737773460327283
643,1000.0,43,32,139,66,0,1211.0,True,False,False,False,False,True,6.90875477931522
3640,4036.0,77,61,189,26,0,3385.0,False,False,False,False,False,True,8.30325712085294
4991,8773.0,65,49,83,30,311,5046.0,False,False,True,False,False,False,9.07954808172616
3438,4890.0,27,85,61,38,0,3846.0,False,False,False,False,False,True,8.495152060539358
4136,6003.0,56,71,61,27,87,3187.0,False,True,False,False,True,False,8.700181192753353
3722,3165.0,81,89,75,51,275,4354.0,False,False,True,False,False,False,8.060224240440958
1667,3362.0,69,85,185,15,0,3066.0,True,False,False,False,False,True,8.12058871174027
3116,4353.0,68,76,165,62,0,3885.0,True,False,False,False,False,True,8.378850241794492
1562,2140.0,11,53,195,30,76,1304.0,False,False,True,False,True,False,7.669028288589683
2656,1731.0,82,70,144,32,0,3405.0,True,False,False,False,False,True,7.4570320891223805
3482,3794.0,25,33,9,50,171,3282.0,False,False,True,False,False,False,8.24143968982973
3794,6886.0,67,80,170,7,60,2949.0,False,True,False,False,True,False,8.837390855544697
1656,1000.0,21,30,32,39,0,1528.0,False,False,False,False,False,True,6.90875477931522
1232,1892.0,14,43,36,61,0,1765.0,False,False,False,False,False,True,7.545918151209323
4830,6271.0,48,39,119,16,0,4219.0,False,False,False,False,False,True,8.743850562030243
1453,2099.0,24,65,155,37,48,1904.0,False,True,False,True,False,False,7.649692623711514
3039,2378.0,81,71,173,53,227,3649.0,False,False,True,False,False,False,7.774435510302958
3824,2538.0,28,77,108,23,0,3615.0,False,False,False,False,False,True,7.839525581704678
3801,7198.0,58,47,129,59,205,4021.0,False,False,True,False,False,False,8.881697406469304
2042,2061.0,48,89,123,28,149,2902.0,False,False,True,False,True,False,7.631431664576906
1691,1161.0,87,57,173,69,163,2514.0,False,False,True,False,False,False,7.057897937411856
3493,3366.0,24,82,165,51,0,3548.0,False,False,False,False,False,True,8.121777419161074
3181,6180.0,64,38,37,68,99,2751.0,False,False,True,False,True,False,8.729235349659273
1717,1094.0,76,53,20,11,130,1942.0,False,False,True,False,True,False,6.9985096422506015
2040,3887.0,65,49,150,35,139,2583.0,False,False,True,False,True,False,8.265650165580329
3736,4977.0,54,98,160,11,21,3380.0,False,False,True,True,False,False,8.512783482927537
2886,4894.0,84,56,42,71,0,2378.0,False,False,False,False,False,True,8.49596955496461
4219,6958.0,66,69,117,17,0,4638.0,True,False,False,False,False,True,8.84779106484485
1888,2799.0,76,100,93,55,68,2186.0,False,False,True,False,True,False,7.937374696163295
2356,1318.0,15,83,67,26,0,3167.0,True,False,False,False,False,True,7.1846291527173145
1865,4301.0,79,44,197,47,134,1580.0,False,True,False,False,True,False,8.366835309827675
999,1209.0,40,80,191,26,0,1697.0,False,False,False,False,False,True,7.098375638590786
2180,4255.0,31,98,63,57,0,2870.0,False,False,False,False,False,True,8.35608503102148
1010,1600.0,47,69,124,48,41,1812.0,False,True,False,True,False,False,7.3783837129967145
4812,8012.0,67,98,36,26,60,4164.0,False,False,True,False,True,False,8.98882050177807
1824,1570.0,79,72,78,41,0,2245.0,False,False,False,False,False,True,7.359467638255621
1655,2946.0,38,93,103,28,0,2021.0,False,False,False,False,False,True,7.988542982737695
2327,1564.0,65,36,150,19,0,2048.0,False,False,False,False,False,True,7.355641102974253
3641,3495.0,20,31,72,1,276,2107.0,False,True,False,False,False,False,8.159374736775426
3986,3112.0,57,59,33,34,297,4371.0,False,False,True,False,False,False,8.043342170441608
2310,1789.0,69,81,106,41,0,2593.0,False,False,False,False,False,True,7.489970898834801
3423,3078.0,60,62,161,65,0,3252.0,False,False,False,False,False,True,8.0323601479245
2714,3637.0,48,38,154,4,63,2462.0,False,False,True,False,True,False,8.199189359078067
4686,8024.0,15,40,3,14,15,3180.0,False,False,True,True,False,False,8.990316947998217
1213,1846.0,39,39,80,63,0,1725.0,False,False,False,False,False,True,7.52131798019924
4102,6343.0,10,83,196,21,291,3592.0,False,True,False,False,False,False,8.755264763314685
4634,3360.0,18,49,99,64,0,3934.0,False,False,False,False,False,True,8.119993827725105
4022,5556.0,54,34,93,26,17,2896.0,False,True,False,True,False,False,8.622813673279921
4768,6894.0,17,53,62,69,0,4387.0,False,False,False,False,False,True,8.838551790227402
1743,3493.0,43,61,77,24,145,2346.0,False,False,True,False,True,False,8.158802490694002
4209,7127.0,89,60,141,10,303,4656.0,False,False,True,False,False,False,8.871785969150645
1581,2079.0,17,73,193,32,145,2176.0,False,False,True,False,True,False,7.640123172695364
955,1750.0,21,48,27,31,26,1122.0,False,False,True,True,False,False,7.467942332285852
1394,1670.0,52,53,20,15,112,1942.0,False,False,True,False,True,False,7.421177528595393
1884,2755.0,65,41,107,50,92,1519.0,False,True,False,False,True,False,7.9215356321335495
2458,2742.0,40,79,86,3,134,2381.0,False,True,False,False,True,False,7.916807490937603
3572,3595.0,51,54,137,35,210,3564.0,False,False,True,False,False,False,8.18757739559151
2496,2044.0,42,80,25,54,62,2563.0,False,False,True,False,True,False,7.623153068476902
4785,7251.0,28,43,162,71,119,3951.0,False,False,True,False,True,False,8.889032571874742
1004,1283.0,64,58,33,26,0,1046.0,False,False,False,False,False,True,7.157735484249907
1714,2904.0,13,54,1,35,130,2328.0,False,False,True,False,True,False,7.974188669286011
2031,2726.0,21,88,170,28,106,2745.0,False,False,True,False,True,False,7.910957382845589
3940,2515.0,37,86,171,16,0,4262.0,True,False,False,False,False,True,7.830425617820331
1323,1816.0,67,41,171,48,105,783.0,False,True,False,False,True,False,7.504942068396171
1428,2058.0,57,79,42,69,71,1973.0,False,False,True,False,True,False,7.629975707027789
633,1000.0,10,41,51,22,0,1209.0,False,False,False,False,False,True,6.90875477931522
2605,4108.0,84,77,109,12,62,3126.0,False,False,True,False,True,False,8.32093496888341
4127,7407.0,53,79,132,58,358,2989.0,False,True,False,False,False,False,8.910315776326016
2352,3791.0,72,48,146,39,0,2720.0,False,False,False,False,False,True,8.240648863374913
4675,2959.0,47,82,122,36,263,4939.0,False,False,True,False,False,False,7.992944547318106
3433,2522.0,18,64,157,6,110,2438.0,False,True,False,False,True,False,7.833203948641057
